,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0.0,-4.24,2433
1,1,0,0,0,0.0,-4.24,1250
2,1,1,0,0,0.0,-3.3100000000000005,37
3,0,0,1,1,0.0,-3.3099999999999996,134
4,0,0,1,0,0.0,-3.08,79
5,1,1,0,1,0.0,-3.08,57
6,0,0,0,1,0.0,-1.89,2
7,1,1,1,0,0.0,-1.8900000000000006,1
8,1,0,1,0,0.0,-1.7400000000000002,4
9,0,1,0,1,0.0,-1.7400000000000002,3
