,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-282.5599999999999,781
1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-282.56000000000006,1236
2,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-281.24000000000007,543
3,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-281.2399999999999,217
4,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-275.79999999999995,168
5,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-275.8,175
6,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-274.6,183
7,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-274.5999999999999,142
8,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-274.40999999999997,28
9,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-274.40999999999997,16
10,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-271.59999999999997,98
11,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-271.59999999999997,29
12,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-271.42,60
13,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-271.42,40
14,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-269.23999999999995,16
15,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-269.24,20
16,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-268.90000000000003,9
17,0,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-268.9,7
18,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-267.62000000000006,13
19,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-267.61999999999995,6
20,0,0,1,1,1,0,0,1,0,1,1,0,1,0.0,-266.12,22
21,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-266.12000000000006,14
22,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-265.74999999999994,3
23,0,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-265.75,6
24,0,0,0,1,1,0,1,1,1,0,0,1,0,0.0,-265.1599999999999,3
25,1,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-265.16,1
26,1,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-264.17,5
27,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-264.17,8
28,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-263.50999999999993,2
29,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-263.51,1
30,1,0,0,1,0,1,1,0,1,0,0,1,0,0.07692307692307693,-263.2200000000001,16
31,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-282.5599999999999,6
32,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-263.21999999999997,7
33,1,0,0,1,0,1,1,0,1,0,0,1,0,0.0,-263.2200000000001,14
34,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-282.56000000000006,1
35,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-261.64000000000004,2
36,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-261.63999999999993,1
37,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-259.84999999999997,2
38,0,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-259.85,2
39,1,0,0,1,1,0,1,0,1,0,0,1,0,0.0,-259.50999999999993,1
40,1,1,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-271.59999999999997,1
41,1,0,0,0,0,1,1,0,1,1,0,1,1,0.0,-258.10999999999996,2
42,0,1,1,1,1,0,0,1,0,0,1,0,0,0.0,-258.11,2
43,0,1,0,1,1,0,0,1,0,1,1,0,0,0.0,-257.83,1
44,1,0,1,0,0,1,1,0,1,0,0,1,1,0.0,-257.83,1
45,1,0,0,0,1,0,0,1,0,1,1,0,1,0.0,-257.74,2
46,0,1,1,1,0,1,1,0,1,0,0,1,0,0.0,-257.7399999999999,2
47,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-282.5599999999999,1
48,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-282.56000000000006,1
49,0,1,0,1,1,0,0,1,0,1,1,1,0,0.0,-257.49,6
50,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-257.49,2
51,0,1,1,1,1,0,0,1,1,0,1,1,0,0.0,-256.07,1
52,1,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-255.83000000000007,2
53,0,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-255.82999999999998,3
54,0,1,0,0,1,0,0,1,0,1,1,0,1,0.0,-255.65999999999997,2
55,1,0,1,1,0,1,1,0,1,0,0,1,0,0.0,-255.66000000000005,2
56,1,1,1,0,0,1,1,0,1,0,0,1,0,0.0,-255.54000000000002,1
57,1,0,1,0,0,1,1,0,0,0,0,0,1,0.0,-255.50999999999996,1
58,0,1,0,1,0,0,0,1,0,1,1,1,1,0.0,-255.23999999999998,2
59,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-282.5599999999999,1
60,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-282.56000000000006,1
61,1,1,0,1,0,1,1,0,1,1,0,1,0,0.07692307692307693,-254.91999999999996,1
62,1,0,0,1,1,0,0,1,0,1,1,0,1,0.0,-255.0,1
63,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-254.92000000000004,2
64,1,0,0,1,0,1,1,0,1,1,0,1,0,0.07692307692307693,-254.39999999999998,1
65,0,1,1,0,1,0,0,1,0,0,1,0,1,0.0,-254.40000000000006,1
66,1,0,0,1,0,1,1,0,1,1,0,1,0,0.0,-254.39999999999998,2
67,1,1,0,1,0,1,1,0,0,1,0,1,0,0.0,-254.39999999999992,2
68,1,1,0,0,0,1,0,0,0,1,0,1,1,0.0,-253.38000000000002,1
69,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-253.19999999999993,1
70,1,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-252.9999999999999,4
71,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-253.0,3
72,1,0,0,0,1,1,0,1,0,1,0,0,1,0.0,-252.78999999999996,1
73,0,1,0,1,1,0,0,1,0,1,1,1,1,0.0,-252.27999999999997,1
74,1,0,1,0,0,1,1,0,1,0,0,0,0,0.0,-252.27999999999997,3
75,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-252.24000000000004,3
76,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-252.23999999999995,2
77,1,0,0,0,1,0,1,0,1,0,0,1,0,0.0,-252.12999999999994,1
78,1,1,0,1,0,1,1,0,1,0,0,1,0,0.07692307692307693,-251.68,1
79,0,0,1,0,1,0,0,1,0,1,1,0,1,0.0,-251.68000000000004,1
80,0,0,1,1,0,1,1,0,1,0,0,1,0,0.0,-251.03999999999994,1
81,1,1,1,0,0,1,1,0,0,1,0,0,1,0.0,-250.86999999999992,1
82,0,0,0,1,1,0,0,1,1,0,1,1,0,0.0,-250.87,2
83,1,0,0,1,1,1,1,0,1,0,0,1,0,0.07692307692307693,-250.64000000000016,1
84,1,0,0,1,1,1,1,0,1,0,0,1,0,0.0,-250.64000000000016,1
85,0,1,0,1,1,0,0,1,0,0,1,0,1,0.0,-250.12,1
86,1,0,0,0,1,1,1,1,1,0,0,0,0,0.0,-249.99,1
