,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,0,1,1,1,0.0,-42.57000000000001,1441
1,0,0,0,1,1,0,1,0,0,0,0.0,-42.56999999999999,615
2,0,1,0,1,1,0,0,0,0,0,0.0,-40.92,485
3,1,0,1,0,0,1,1,1,1,1,0.0,-40.92,1052
4,0,1,0,1,1,0,1,0,0,0,0.0,-35.449999999999996,9
5,1,0,1,0,0,1,0,1,1,1,0.0,-35.449999999999996,21
6,1,1,1,0,1,1,0,1,1,1,0.0,-34.209999999999994,23
7,0,0,0,1,0,0,1,0,0,0,0.0,-34.21,8
8,0,0,1,1,1,0,1,0,0,0,0.0,-32.669999999999995,29
9,1,1,0,0,0,1,0,1,1,1,0.0,-32.67,10
10,1,0,1,0,1,0,1,1,0,0,0.0,-31.20999999999999,98
11,0,1,0,1,0,1,0,0,1,1,0.0,-31.210000000000004,11
12,1,1,0,1,1,0,0,1,0,0,0.0,-30.8,15
13,0,0,1,0,0,1,1,0,1,1,0.0,-30.8,17
14,1,1,1,0,1,0,0,1,0,0,0.0,-28.839999999999996,40
15,0,0,0,1,0,1,1,0,1,1,0.0,-28.840000000000003,1
16,0,1,0,1,1,1,0,0,1,1,0.0,-28.47,5
17,1,0,1,0,0,0,1,1,0,0,0.0,-28.469999999999995,48
18,0,0,0,1,0,1,0,0,1,1,0.0,-28.130000000000003,3
19,1,1,1,0,1,0,1,1,0,0,0.0,-28.129999999999995,14
20,1,0,0,1,1,0,1,1,0,0,0.0,-28.11,2
21,0,1,1,0,0,1,0,0,1,1,0.0,-28.11,1
22,1,1,0,0,1,0,0,1,0,0,0.0,-27.419999999999998,3
23,0,0,0,1,1,0,0,0,0,0,0.0,-26.779999999999998,1
24,1,0,1,0,0,1,1,1,1,0,0.0,-26.219999999999995,4
25,1,1,1,0,0,1,0,1,1,1,0.1,-42.57000000000001,1
26,0,1,1,1,1,0,0,0,0,0,0.0,-25.439999999999998,1
27,1,0,0,0,0,1,1,1,1,1,0.0,-25.44,1
28,0,1,0,1,0,0,0,0,0,0,0.0,-25.020000000000003,1
29,1,0,1,0,1,1,1,1,1,1,0.0,-25.02,3
30,1,0,1,1,1,0,1,1,0,0,0.0,-24.629999999999995,2
31,1,1,1,0,1,0,1,1,1,0,0.0,-24.069999999999997,3
32,1,1,0,1,1,0,1,1,0,0,0.0,-23.71,1
33,0,0,1,1,0,0,1,0,0,0,0.0,-23.65,1
34,1,1,1,0,0,1,0,1,1,0,0.0,-23.31,5
35,0,0,0,1,1,0,1,0,0,1,0.0,-23.309999999999988,1
36,0,1,1,1,1,0,1,0,0,0,0.0,-23.11,1
37,0,0,1,1,1,0,1,1,0,0,0.0,-22.879999999999995,1
38,0,1,0,1,1,0,0,0,1,0,0.0,-22.66,3
39,1,1,1,0,0,1,0,1,1,0,0.1,-23.31,1
40,1,1,1,0,0,1,1,1,1,0,0.0,-22.159999999999997,1
41,1,1,1,0,1,0,0,1,1,0,0.0,-21.939999999999998,2
42,1,0,1,1,0,1,1,1,1,1,0.0,-21.800000000000004,1
43,1,1,0,1,0,1,0,0,1,1,0.0,-21.56,1
44,0,1,0,1,1,0,0,0,1,1,0.0,-21.160000000000004,1
45,0,0,0,1,1,0,1,0,1,0,0.0,-20.68999999999999,1
46,1,1,1,0,0,1,0,1,0,1,0.0,-20.689999999999998,1
47,1,1,1,0,0,1,0,1,1,1,0.1,-42.57000000000001,1
48,0,0,1,1,1,0,1,1,0,0,0.1,-22.879999999999995,1
49,1,1,1,0,0,0,1,1,0,0,0.0,-19.269999999999996,2
50,1,1,1,0,0,0,0,1,0,0,0.0,-18.559999999999995,2
51,1,1,1,0,0,1,0,1,1,1,0.1,-42.57000000000001,1
52,0,1,0,1,1,1,0,0,0,0,0.0,-10.849999999999998,1
53,1,0,1,0,0,0,1,1,1,1,0.0,-10.849999999999994,1
54,0,0,1,0,1,1,1,1,1,1,0.0,-5.349999999999999,1
