,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
92,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.0,-103.49000000000001,12
93,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.0,-103.49000000000001,34
94,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-103.44000000000001,6
95,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-103.44,15
96,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-103.24999999999999,6
97,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-103.24999999999999,2
98,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0.05555555555555555,-105.4,9
99,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.05555555555555555,-105.4,1
100,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-103.05,8
101,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-77.99000000000001,10
102,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-102.65000000000002,1
103,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-102.65,4
104,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0.0,-102.46000000000001,5
105,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-102.46000000000001,1
106,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0.0,-102.37,3
107,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-102.37,1
108,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0.0,-102.23,5
109,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-102.23000000000002,4
110,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-102.20999999999998,10
111,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,-102.21000000000002,2
112,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-102.18,1
113,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-102.18,16
114,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0.0,-102.16000000000004,2
115,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0.0,-102.16,7
116,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.0,-101.75999999999998,10
117,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0.0,-101.76,2
118,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-101.65,2
119,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-101.65000000000003,9
120,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-101.57999999999998,3
121,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-101.58000000000001,3
122,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0.0,-101.46999999999998,3
123,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0.0,-101.14,4
124,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-101.13000000000001,5
125,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-101.13,2
126,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-101.00000000000001,13
127,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-100.98,4
128,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-100.97999999999999,4
129,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.0,-100.94999999999999,1
130,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0,-100.95000000000002,22
131,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.0,-100.94,5
132,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-100.80000000000001,1
133,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-100.80000000000001,1
134,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.05555555555555555,-118.65000000000002,3
135,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-100.75,7
136,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-100.74999999999999,1
137,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0,-100.56999999999996,4
138,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-100.57000000000002,7
139,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0.05555555555555555,-105.81,4
140,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0,-100.13,2
141,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-100.13,5
142,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0,-99.95999999999998,1
143,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-99.92000000000003,4
144,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-99.92000000000002,4
145,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.0,-99.91000000000001,4
146,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0.0,-99.90999999999998,4
147,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-78.04000000000002,5
148,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-78.04,1
149,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0.0,-99.64000000000001,1
150,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-99.64000000000004,1
151,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-99.55000000000003,11
152,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-99.36,1
153,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-99.28000000000003,18
154,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0.0,-99.27000000000001,2
155,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0.0,-99.27,7
156,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-99.23,4
157,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-99.23,1
158,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.0,-99.21999999999998,3
159,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0,-99.22000000000001,2
160,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-99.11999999999999,2
161,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-99.10000000000002,1
162,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-98.71,1
163,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0.0,-98.54,2
164,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-98.43000000000002,1
165,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-98.43,4
166,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-98.39999999999999,2
167,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-98.38000000000001,6
168,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-98.37,4
169,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.0,-98.31,1
170,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-98.25999999999999,1
171,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0.0,-98.26000000000003,2
172,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.05555555555555555,-103.49000000000001,3
173,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0.0,-98.12,2
174,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-98.12,6
175,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-98.03000000000002,3
176,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-98.02999999999999,1
177,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-97.96999999999998,1
178,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-97.90999999999998,9
179,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-97.86,3
180,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-97.76000000000002,1
181,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-97.76,3
182,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0.05555555555555555,-99.95999999999998,2
183,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.05555555555555555,-99.95999999999998,1
184,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-97.55000000000001,1
185,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0.0,-97.52999999999997,1
186,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.0,-97.52999999999997,1
187,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-97.42,3
188,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-97.42000000000002,2
189,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.05555555555555555,-115.37999999999998,3
190,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0.05555555555555555,-115.38000000000001,1
191,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-97.35000000000005,1
192,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-97.35,1
193,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-97.23,2
194,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-97.2,1
195,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-97.16999999999999,1
196,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-97.17,3
197,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-97.04000000000002,5
198,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0.0,-96.98000000000003,5
199,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-96.96000000000001,13
200,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.05555555555555555,-76.94,3
201,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0.0,-96.71000000000001,1
202,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0.0,-96.61999999999998,4
203,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0.0,-96.62,2
204,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.0,-96.53999999999999,3
205,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,-96.27999999999999,1
206,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-96.26999999999998,2
207,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-96.27000000000001,5
208,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-96.26999999999998,2
209,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0.0,-96.27000000000001,4
210,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-96.13000000000001,3
211,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0.0,-96.13,1
212,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-96.13000000000001,1
213,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0.0,-95.98,2
214,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,-95.97999999999999,1
215,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-95.94000000000003,1
216,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.0,-95.82000000000002,4
217,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0.0,-95.81999999999996,1
218,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-95.77999999999996,1
219,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-95.71000000000002,3
220,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-95.71000000000002,1
221,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-95.71000000000001,1
222,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-95.69999999999999,1
223,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-95.66000000000001,5
224,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0.0,-95.46,1
225,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-95.44000000000001,2
226,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-95.37,1
227,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-95.26999999999998,1
228,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0.0,-95.08,2
229,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-95.03999999999999,3
230,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-94.91999999999999,1
231,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0.0,-94.87,1
232,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-94.61999999999998,1
233,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.05555555555555555,-122.27000000000001,1
234,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-94.51000000000002,2
235,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0,-94.38999999999999,3
236,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.0,-94.38999999999999,3
237,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.05555555555555555,-77.65,1
238,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.05555555555555555,-77.65000000000002,3
239,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-94.30000000000003,2
240,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-94.30000000000001,1
241,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0.0,-94.25999999999999,1
242,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.0,-94.26000000000002,1
243,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-94.25,1
244,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.05555555555555555,-102.18,2
245,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.0,-94.14999999999998,1
246,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.05555555555555555,-115.37999999999998,1
247,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-93.61999999999999,2
248,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0,-93.62000000000002,1
249,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-93.61999999999999,2
250,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.0,-93.53,2
251,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.05555555555555555,-98.43,2
252,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.05555555555555555,-95.69999999999999,1
253,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0.0,-93.46000000000004,1
254,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-93.21000000000002,2
255,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-93.17000000000003,1
256,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0.0,-93.03000000000002,1
257,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0.0,-93.02999999999999,1
258,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-92.97000000000001,1
259,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0.0,-92.96999999999998,1
260,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-92.91999999999999,1
261,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-92.92000000000003,1
262,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-92.88,1
263,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-92.86,2
