,x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
0,1,0,1,0.0,-14.02,2619
1,0,1,0,0.0,-14.02,1362
2,1,0,0,0.0,-10.44,11
3,0,1,1,0.0,-10.440000000000001,7
4,1,1,0,0.0,-3.6000000000000014,1
