,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,0,0.0,-22.130000000000003,922
1,1,0,0,1,1,1,0,1,0.0,-22.130000000000003,420
2,1,1,0,1,1,0,1,1,0.0,-22.019999999999996,621
3,0,0,1,0,0,1,0,0,0.0,-22.02,699
4,1,1,0,1,0,0,1,1,0.0,-20.009999999999998,151
5,0,0,1,0,1,1,0,0,0.0,-20.01,166
6,0,1,1,0,0,0,0,0,0.0,-20.0,237
7,1,0,0,1,1,1,1,1,0.0,-20.000000000000004,88
8,1,1,0,1,1,1,1,1,0.0,-19.3,72
9,0,0,1,0,0,0,0,0,0.0,-19.3,72
10,0,1,1,0,0,1,0,0,0.0,-18.959999999999997,137
11,1,0,0,1,1,0,1,1,0.0,-18.96,54
12,1,0,1,0,1,1,0,1,0.0,-17.589999999999996,55
13,0,1,0,1,0,0,1,0,0.0,-17.59,146
14,1,0,0,1,1,0,0,1,0.0,-16.709999999999997,15
15,0,1,1,0,0,1,1,0,0.0,-16.709999999999997,27
16,0,0,0,1,0,0,1,0,0.0,-15.77,24
17,1,1,1,0,1,1,0,1,0.0,-15.769999999999998,15
18,0,0,1,0,0,0,1,0,0.0,-15.31,5
19,1,1,0,1,1,1,0,1,0.0,-15.309999999999997,8
20,1,0,0,1,0,0,0,1,0.0,-14.780000000000001,3
21,0,1,1,0,1,1,1,0,0.0,-14.780000000000001,5
22,1,0,0,1,0,0,1,1,0.0,-14.510000000000002,3
23,0,1,1,0,1,1,0,0,0.0,-14.510000000000002,7
24,1,0,0,1,0,1,0,1,0.0,-14.24,2
25,0,1,1,0,1,0,1,0,0.0,-14.24,5
26,1,1,0,1,0,0,0,1,0.0,-14.159999999999997,4
27,0,0,1,0,1,1,1,0,0.0,-14.160000000000004,6
28,1,1,0,1,1,0,0,1,0.0,-13.649999999999995,3
29,0,0,1,0,0,1,1,0,0.0,-13.650000000000002,2
30,1,1,1,0,0,1,0,1,0.0,-13.26,1
31,0,0,0,1,1,0,1,0,0.0,-13.26,3
32,0,1,0,1,1,0,1,0,0.0,-12.639999999999999,1
33,0,0,0,1,1,1,1,0,0.0,-11.760000000000002,1
34,1,1,0,1,0,1,1,1,0.0,-11.329999999999995,1
35,0,1,1,0,0,0,1,0,0.125,-22.130000000000003,1
36,0,1,1,0,1,0,0,0,0.0,-9.59,1
37,0,0,0,1,1,0,1,1,0.0,-9.510000000000002,2
38,0,1,0,0,0,0,1,0,0.0,-8.29,2
39,0,0,1,1,0,1,0,0,0.0,-7.959999999999998,2
40,0,1,0,1,1,1,1,0,0.0,-7.38,1
41,0,0,1,0,0,1,0,0,0.125,-22.02,1
42,0,1,0,1,0,1,1,0,0.0,-6.37,1
43,1,1,1,0,0,0,1,0,0.0,-5.24,1
44,0,1,1,1,1,0,1,0,0.125,-2.9399999999999986,1
45,0,1,1,1,0,1,0,0,0.0,-4.519999999999999,1
46,1,0,0,0,1,0,1,1,0.0,-4.52,1
47,0,0,0,1,1,1,0,0,0.0,-4.39,1
48,1,1,0,1,0,0,1,1,0.125,-20.009999999999998,1
49,1,0,0,1,1,1,0,1,0.125,-22.130000000000003,1
50,1,1,0,1,0,0,1,0,0.0,1.6200000000000006,1
