,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-366.81,285
1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-366.81000000000006,206
2,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-366.80000000000007,214
3,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-366.79999999999995,978
4,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-366.81000000000006,51
5,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.06666666666666667,-356.62000000000006,31
6,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-361.18000000000006,102
7,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-361.18,79
8,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.06666666666666667,-366.80000000000007,23
9,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.06666666666666667,-356.6299999999999,106
10,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-358.4899999999999,42
11,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-358.4900000000001,4
12,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-357.6499999999999,26
13,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-357.65,22
14,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.06666666666666667,-354.1500000000001,44
15,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-354.8599999999999,111
16,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.06666666666666667,-353.61000000000007,17
17,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-361.18000000000006,22
18,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-356.6299999999999,31
19,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-356.63,11
20,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-356.62,1
21,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-356.62000000000006,1
22,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-355.34999999999997,7
23,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.06666666666666667,-355.34999999999997,19
24,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-355.34999999999997,11
25,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-355.34999999999997,4
26,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-355.15999999999997,11
27,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-355.1599999999999,18
28,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-354.8599999999999,35
29,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-354.86,18
30,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-354.1500000000001,5
31,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-354.15,21
32,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.0,-353.9200000000001,10
33,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-353.91999999999996,10
34,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-353.61000000000007,2
35,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-353.61,9
36,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.06666666666666667,-353.91999999999996,9
