,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0.0,-30.849999999999998,2653
1,0,1,0,0,0.0,-30.85,1319
2,0,0,1,1,0.0,-24.02,14
3,1,1,0,0,0.0,-24.020000000000003,9
4,1,0,1,0,0.0,-23.29,4
5,1,0,0,0,0.0,-14.03,1
