,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,0,1,0,0,0,0,0.0,-68.55,2030
1,0,1,1,0,0,1,0,1,1,1,1,0.0,-68.55000000000001,441
2,0,1,0,0,0,1,0,1,1,1,1,0.0,-64.65,61
3,1,0,1,1,1,0,1,0,0,0,0,0.0,-64.64999999999999,437
4,1,1,1,0,0,0,0,1,0,1,1,0.0,-60.52999999999999,134
5,0,0,0,1,1,1,1,0,1,0,0,0.0,-60.53,56
6,0,1,1,0,0,1,1,1,0,1,1,0.0,-59.87999999999998,33
7,1,0,0,1,1,0,0,0,1,0,0,0.0,-59.87999999999999,66
8,1,1,1,0,0,1,0,1,0,1,1,0.0,-58.849999999999994,48
9,0,0,0,1,1,0,1,0,1,0,0,0.0,-58.849999999999994,96
10,1,1,1,0,0,1,1,1,0,1,1,0.0,-57.87999999999998,30
11,0,0,0,1,1,0,0,0,1,0,0,0.0,-57.87999999999999,43
12,1,1,0,0,0,0,0,1,0,1,1,0.0,-57.75,61
13,0,0,1,1,1,1,1,0,1,0,0,0.0,-57.74999999999999,47
14,0,0,1,1,1,1,1,0,0,0,0,0.0,-57.32999999999999,52
15,1,1,0,0,0,0,0,1,1,1,1,0.0,-57.33,21
16,0,1,1,0,0,1,1,1,1,1,1,0.0,-56.079999999999984,9
17,1,0,0,1,1,0,0,0,0,0,0,0.0,-56.08,35
18,0,1,1,0,0,0,0,1,1,1,1,0.0,-55.14999999999999,7
19,1,0,0,1,1,1,1,0,0,0,0,0.0,-55.15,12
20,1,0,0,1,1,0,1,0,1,0,0,0.0,-55.06999999999999,28
21,0,1,1,0,0,1,0,1,0,1,1,0.0,-55.06999999999999,7
22,1,0,0,1,1,0,1,0,0,0,1,0.0,-54.71,43
23,0,1,1,0,0,1,0,1,1,1,0,0.0,-54.709999999999994,1
24,0,1,0,0,0,0,0,1,1,1,1,0.0,-54.09,1
25,1,0,1,1,1,1,1,0,0,0,0,0.0,-54.089999999999996,10
26,1,0,1,1,1,0,1,1,0,0,0,0.0,-53.90999999999999,14
27,0,1,0,0,0,1,0,0,1,1,1,0.0,-53.91,5
28,1,1,0,0,0,1,0,1,0,1,1,0.0,-53.230000000000004,4
29,0,0,1,1,1,0,1,0,1,0,0,0.0,-53.22999999999999,24
30,0,0,0,0,1,0,0,0,1,0,0,0.0,-53.209999999999994,3
31,1,1,1,1,0,1,1,1,0,1,1,0.0,-53.21000000000001,6
32,0,1,1,1,0,1,1,1,1,1,1,0.0,-53.19,2
33,1,0,0,0,1,0,0,0,0,0,0,0.0,-53.19,4
34,1,1,0,0,0,1,0,1,1,1,1,0.0,-52.83,2
35,0,0,1,1,1,0,1,0,0,0,0,0.0,-52.82999999999999,20
36,1,0,1,1,1,0,1,0,0,0,1,0.0,-51.10999999999999,12
37,0,1,0,0,0,1,0,1,1,1,0,0.0,-51.11,1
38,1,0,0,0,1,0,1,0,0,0,0,0.0,-50.76,1
39,0,1,1,1,0,1,0,1,1,1,1,0.0,-50.75999999999999,1
40,0,1,1,1,1,1,1,0,0,0,0,0.0,-50.62,12
41,1,0,0,0,0,0,0,1,1,1,1,0.0,-50.620000000000005,16
42,1,1,1,0,0,0,1,1,0,1,1,0.0,-50.27999999999999,3
