,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
43,0,1,1,1,0,1,1,0,1,1,1,0.0,-50.08999999999999,2
44,0,0,0,1,1,1,1,0,0,0,0,0.0,-49.73,2
45,1,1,1,0,0,0,0,1,1,1,1,0.0,-49.72999999999999,1
46,1,1,0,0,0,1,1,1,0,1,1,0.0,-48.879999999999995,1
47,1,0,1,1,1,0,0,0,0,0,0,0.0,-48.8,2
48,0,1,0,0,0,1,1,1,1,1,1,0.0,-48.8,2
49,0,0,0,1,1,0,1,0,0,0,0,0.0,-48.06999999999999,10
50,1,1,1,0,0,1,0,1,1,1,1,0.0,-48.06999999999999,1
51,1,0,0,1,1,0,1,1,0,0,0,0.0,-48.029999999999994,8
52,0,1,1,0,0,1,0,0,1,1,1,0.0,-48.02999999999999,1
53,1,0,0,1,1,0,0,1,1,0,0,0.0,-47.3,2
54,0,1,1,1,1,1,1,0,1,0,0,0.0,-46.69999999999999,3
55,1,0,0,0,0,0,0,1,0,1,1,0.0,-46.7,5
56,1,0,1,1,1,0,0,1,0,0,0,0.0,-46.11999999999999,1
57,1,0,0,0,1,0,0,0,1,0,0,0.0,-45.22999999999999,2
58,1,0,1,1,1,0,1,1,0,0,1,0.0,-44.489999999999995,1
59,1,1,0,0,0,0,1,1,0,1,1,0.0,-44.12,1
60,1,0,1,1,1,1,1,1,0,0,0,0.0,-41.61,1
61,1,1,1,1,1,0,1,0,0,0,1,0.0,-40.47999999999998,1
62,0,0,0,0,1,0,1,0,0,0,0,0.0,-40.26,1
63,1,0,0,0,1,0,1,1,0,0,0,0.0,-39.6,2
64,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
65,0,0,0,0,1,0,1,0,1,0,0,0.0,-39.279999999999994,1
66,0,0,1,1,0,1,1,0,0,0,0,0.0,-39.24,1
67,1,1,1,1,1,1,1,0,0,0,1,0.0,-36.039999999999985,1
68,1,0,1,1,1,0,1,0,0,0,0,0.09090909090909091,-64.64999999999999,1
69,1,0,0,1,1,0,1,1,1,0,0,0.0,-34.42999999999998,2
70,1,0,1,1,1,1,1,0,1,0,0,0.0,-30.249999999999986,1
71,1,1,0,0,0,0,1,1,1,1,1,0.0,-26.42000000000001,1
72,1,0,1,0,1,0,1,0,0,0,0,0.09090909090909091,-37.779999999999994,1
73,1,0,0,0,0,1,0,1,0,1,1,0.18181818181818182,-27.26,1
