,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-62.78999999999999,109
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-62.79,514
2,0,0,1,1,0,1,1,1,0,0,0,0,1,0.0,-62.22999999999999,328
3,1,1,0,0,1,0,0,0,1,1,1,1,0,0.0,-62.23,120
4,0,1,1,1,0,1,1,1,0,0,0,0,1,0.0,-58.94,82
5,1,0,0,0,1,0,0,0,1,1,1,1,0,0.0,-58.94,70
6,1,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-58.8,47
7,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-58.8,285
8,0,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-58.019999999999996,342
9,1,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-58.019999999999996,175
10,1,1,1,0,1,0,0,1,1,0,1,1,0,0.0,-57.08,15
11,0,0,0,1,0,1,1,0,0,1,0,0,1,0.0,-57.080000000000005,164
12,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-55.87,19
13,0,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-55.870000000000005,270
14,0,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-55.719999999999985,17
15,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-55.71999999999999,30
16,0,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-55.410000000000004,118
17,1,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-55.41,38
18,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-54.9,9
19,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-54.9,21
20,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-54.879999999999995,11
21,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-54.88,87
22,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.849999999999994,16
23,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.85,77
24,0,1,0,1,0,1,1,0,0,0,0,0,1,0.0,-54.64999999999999,51
25,1,0,1,0,1,0,0,1,1,1,1,1,0,0.0,-54.650000000000006,13
26,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.00999999999999,12
27,0,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.00999999999999,12
28,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-53.70000000000001,10
29,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-53.7,80
30,1,0,0,1,0,0,1,0,1,0,1,0,1,0.0,-53.650000000000006,11
31,0,1,1,0,1,1,0,1,0,1,0,1,0,0.0,-53.65,43
32,1,1,1,0,1,0,0,1,0,1,1,1,0,0.0,-53.41,9
33,0,0,0,1,0,1,1,0,1,0,0,0,1,0.0,-53.41,9
34,0,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-53.31,16
35,1,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-53.309999999999995,16
36,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,-53.11,46
37,0,1,1,1,1,1,0,1,0,0,0,0,0,0.0,-53.11000000000001,88
38,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0,-52.71000000000001,42
39,1,1,1,1,0,0,1,1,1,0,1,0,1,0.0,-52.71,3
40,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-52.56999999999999,1
41,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0,-52.57,2
42,1,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-52.52,1
43,0,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-52.52,1
44,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-52.330000000000005,35
45,1,0,0,1,0,1,1,1,1,0,1,0,1,0.0,-52.33,7
46,0,0,1,0,1,1,0,1,0,1,0,1,0,0.0,-51.8,18
47,1,1,0,1,0,0,1,0,1,0,1,0,1,0.0,-51.8,2
48,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0,-51.690000000000005,9
49,0,1,1,1,0,1,1,1,1,0,0,0,1,0.0,-51.68999999999999,1
50,0,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-51.6,5
51,1,0,0,0,0,1,1,0,1,0,1,1,1,0.0,-51.42,19
52,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,-51.42,38
53,1,1,0,0,1,1,0,0,1,1,1,1,0,0.0,-51.10000000000001,4
54,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0,-51.099999999999994,5
55,1,0,0,0,0,0,1,0,1,0,1,1,1,0.0,-50.95,8
56,0,1,1,1,1,1,0,1,0,1,0,0,0,0.0,-50.95,32
57,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,-50.59,6
58,1,0,1,1,0,0,1,1,0,1,1,1,1,0.0,-50.59,10
59,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,-50.34,18
60,1,0,0,0,0,1,1,0,1,1,1,1,1,0.0,-50.34,21
61,0,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-50.040000000000006,28
62,1,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-50.040000000000006,1
63,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-49.62999999999999,4
64,1,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-49.629999999999995,4
65,0,1,1,1,0,1,1,1,0,1,0,0,1,0.0,-49.419999999999995,7
66,0,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-49.16,12
67,1,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-49.16,2
68,1,0,0,0,1,1,0,0,1,1,1,1,0,0.0,-49.13,3
69,0,1,1,1,0,0,1,1,0,0,0,0,1,0.0,-49.13000000000001,3
70,0,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-48.82000000000001,2
71,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-48.819999999999986,1
72,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-48.730000000000004,6
73,0,1,1,0,1,1,0,1,0,0,0,0,0,0.0,-48.730000000000004,13
74,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-48.7,9
75,1,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-48.69999999999999,1
76,0,0,1,1,0,1,1,1,1,0,0,0,1,0.0,-48.52,3
77,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0,-48.52,1
78,0,1,1,1,0,1,0,1,0,0,0,0,1,0.0,-48.48,7
79,1,0,0,0,1,0,1,0,1,1,1,1,0,0.0,-48.48,4
80,0,0,1,0,0,1,1,1,0,1,0,0,1,0.0,-48.309999999999995,7
81,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-48.29,1
82,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-48.29,1
83,0,1,1,0,1,0,0,1,1,0,0,1,0,0.0,-48.17,1
84,1,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-48.17000000000001,4
85,0,0,0,1,0,1,1,1,0,0,0,0,1,0.07692307692307693,-43.37,2
86,0,0,1,0,0,1,1,1,0,1,0,1,1,0.0,-47.88999999999999,8
87,1,0,1,0,0,0,1,1,1,1,1,1,1,0.0,-47.579999999999984,2
88,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0,-47.580000000000005,11
89,1,1,0,1,0,1,0,1,1,0,1,0,1,0.0,-47.56,2
90,0,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-47.56,8
91,0,0,0,1,0,1,1,1,0,1,1,0,1,0.0,-47.510000000000005,1
92,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-47.51,1
93,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0,-47.489999999999995,3
94,1,0,1,0,0,0,1,1,0,1,1,1,1,0.0,-47.489999999999995,4
95,1,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-47.24,1
96,0,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-47.04999999999998,1
97,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-47.05,3
98,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0,-47.03,1
99,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-46.88,6
100,1,0,1,0,1,0,1,1,0,1,1,1,0,0.0,-46.779999999999994,1
101,1,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-46.669999999999995,2
102,1,1,1,0,1,0,0,0,1,1,0,1,0,0.0,-46.59,1
103,1,0,0,0,0,1,1,0,0,1,1,1,1,0.0,-46.31,6
104,1,0,1,1,0,0,1,1,1,1,1,0,1,0.0,-46.12,2
105,0,1,0,0,1,1,0,0,0,0,0,1,0,0.0,-46.12,13
106,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0,-45.900000000000006,2
107,1,0,0,1,0,1,1,1,0,0,1,0,1,0.0,-45.9,1
108,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-45.83,3
109,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,-45.7,14
110,1,0,1,1,0,0,1,1,1,1,1,1,1,0.0,-45.699999999999996,2
111,1,0,0,1,0,1,1,0,0,1,1,1,1,0.0,-45.49000000000001,3
112,0,1,1,0,1,0,0,1,1,0,0,0,0,0.0,-45.489999999999995,1
113,0,0,0,1,0,1,1,0,0,1,0,1,1,0.0,-45.480000000000004,5
114,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-45.47,1
115,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,-45.36000000000001,3
116,0,1,1,0,1,0,0,0,1,0,0,1,0,0.0,-45.160000000000004,1
117,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0,-45.1,5
118,0,1,1,0,1,0,0,1,0,0,0,1,0,0.0,-44.919999999999995,3
119,1,0,0,1,0,1,1,0,1,1,1,0,1,0.0,-44.92000000000001,1
120,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,-44.72,1
121,0,1,1,0,1,1,0,1,0,1,0,0,0,0.0,-44.690000000000005,3
122,1,0,0,1,0,0,1,0,1,0,1,1,1,0.0,-44.690000000000005,2
123,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,-44.54,2
124,0,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-44.38,1
125,1,0,1,1,0,1,1,1,0,0,1,0,1,0.0,-44.37999999999999,1
126,0,0,0,1,0,1,1,1,0,1,0,0,1,0.07692307692307693,-39.79,1
127,0,0,0,1,0,1,1,0,0,1,1,1,1,0.0,-44.3,1
128,1,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-44.11,2
129,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-44.11,2
130,0,1,1,0,1,1,0,1,0,0,0,1,0,0.0,-43.78999999999999,5
131,1,0,0,1,0,0,1,0,1,1,1,0,1,0.0,-43.79,1
132,0,1,1,0,1,0,0,1,0,1,0,0,0,0.0,-43.74,2
133,0,0,1,0,1,1,0,1,0,1,0,0,0,0.0,-43.50000000000001,4
134,0,1,1,1,1,1,0,1,0,1,0,1,0,0.0,-43.37,1
135,0,0,1,1,0,0,1,1,0,1,0,1,1,0.0,-43.260000000000005,1
136,1,1,0,0,1,1,0,0,1,0,1,0,0,0.0,-43.26,1
137,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0,-43.14000000000001,3
138,1,0,0,0,0,1,1,1,1,0,1,0,1,0.0,-43.06999999999999,1
139,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0,-43.07,4
140,0,0,0,0,1,1,1,0,0,0,0,1,0,0.0,-42.910000000000004,2
141,0,1,0,1,0,1,1,0,0,1,0,0,1,0.0,-42.85,2
142,0,1,1,1,0,0,1,1,0,1,0,0,1,0.0,-42.85,1
143,1,0,0,1,0,0,1,0,0,1,1,0,1,0.0,-42.66000000000001,1
144,0,0,0,1,0,1,1,0,1,1,1,0,1,0.0,-42.57,2
145,0,1,1,0,1,1,0,0,0,1,0,1,0,0.0,-42.080000000000005,2
146,0,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-41.629999999999995,1
147,0,0,0,0,0,1,1,0,0,1,1,1,1,0.0,-41.36,1
148,1,0,0,0,1,0,0,1,1,1,1,1,0,0.0,-41.21000000000001,2
149,0,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-41.150000000000006,1
150,1,0,0,1,0,1,1,0,1,0,1,0,1,0.07692307692307693,-58.019999999999996,1
151,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,-39.74,2
152,0,1,0,0,1,1,0,0,0,1,0,0,0,0.0,-39.38000000000001,1
153,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,-39.05000000000001,1
154,0,1,1,1,0,1,0,1,0,0,0,0,0,0.0,-37.589999999999996,1
155,0,1,0,1,0,1,0,0,1,0,0,0,0,0.0,-37.55,1
156,1,0,1,0,0,0,1,0,1,1,1,1,1,0.07692307692307693,-32.88999999999999,2
157,0,0,0,1,0,1,1,0,1,1,0,0,1,0.0,-37.470000000000006,1
158,0,1,0,1,0,1,0,0,0,1,0,0,1,0.0,-37.01,1
159,0,0,0,1,0,1,1,0,0,1,0,0,1,0.07692307692307693,-57.080000000000005,1
160,0,1,0,1,0,1,1,0,0,0,0,0,1,0.07692307692307693,-54.64999999999999,1
161,0,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-35.6,1
162,0,0,1,1,0,1,1,1,1,1,1,0,1,0.0,-35.219999999999985,1
163,1,1,0,1,0,1,0,0,1,0,1,0,0,0.0,-35.019999999999996,1
164,0,0,0,1,0,1,1,0,0,0,0,0,0,0.07692307692307693,-29.249999999999996,1
165,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-33.93,1
166,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,-33.8,1
167,0,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-33.300000000000004,1
168,0,1,0,0,1,1,1,0,0,0,0,1,0,0.0,-32.72,1
169,0,1,1,1,0,0,0,1,0,1,0,0,0,0.0,-31.539999999999996,1
170,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0,-31.459999999999994,1
171,0,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-31.119999999999997,1
172,0,0,1,1,0,1,1,0,0,1,1,0,1,0.07692307692307693,-21.22,1
173,0,0,1,1,0,0,1,1,0,0,0,0,1,0.07692307692307693,-51.099999999999994,1
174,0,0,0,0,0,1,1,0,1,1,1,0,1,0.0,-28.070000000000004,1
175,0,1,1,0,1,1,0,1,0,1,0,1,0,0.07692307692307693,-53.65,1
176,0,0,0,0,1,1,0,0,0,1,0,1,0,0.07692307692307693,-52.71000000000001,1
